file,start_well,goal_well,path_length,path_dim_x,path_dim_y,path_dim_z,endpoints_dim_x,endpoints_dim_y,endpoints_dim_z,diff_dim_x,diff_dim_y,diff_dim_z
v2.5_1463.h5,1,0,21.0,5,11,3,5,10,2,0,1,1
v2.5_1463.h5,1,2,41.0,10,23,3,8,23,0,2,0,3
v2.5_1463.h5,2,5,28.0,11,9,5,11,9,2,0,0,3
v2.5_1463.h5,2,7,38.0,14,8,10,14,2,10,0,6,0
v2.5_1463.h5,2,3,21.0,7,7,6,7,7,5,0,0,1
v2.5_1463.h5,2,6,30.0,11,12,6,11,12,5,0,0,1
v2.5_1463.h5,3,7,19.0,7,6,5,7,5,5,0,1,0
v2.5_1463.h5,3,8,20.0,7,3,9,7,2,9,0,1,0
v2.5_1463.h5,3,6,11.0,4,5,1,4,5,0,0,0,1
v2.5_1463.h5,3,2,21.0,7,7,6,7,7,5,0,0,1
v2.5_1463.h5,4,1,39.0,18,9,2,18,5,0,0,4,2
v2.5_1463.h5,4,5,30.0,4,19,3,1,19,2,3,0,1
v2.5_1463.h5,4,0,54.0,23,15,3,23,15,2,0,0,1
v2.5_1463.h5,4,2,48.0,10,28,5,10,28,0,0,0,5
v2.5_1463.h5,5,7,32.0,4,15,8,3,11,8,1,4,0
v2.5_1463.h5,5,8,33.0,4,15,12,3,14,12,1,1,0
v2.5_1463.h5,5,2,28.0,11,9,5,11,9,2,0,0,3
v2.5_1463.h5,5,3,37.0,8,16,6,4,16,3,4,0,3
v2.5_1463.h5,6,11,18.0,11,2,3,11,1,2,0,1,1
v2.5_1463.h5,6,7,20.0,4,10,5,3,10,5,1,0,0
v2.5_1463.h5,6,3,11.0,4,5,1,4,5,0,0,0,1
v2.5_1463.h5,6,9,16.0,10,2,3,10,2,2,0,0,1
v2.5_1463.h5,7,8,9.0,1,3,4,0,3,4,1,0,0
v2.5_1463.h5,7,5,32.0,4,15,8,3,11,8,1,4,0
v2.5_1463.h5,7,3,19.0,7,6,5,7,5,5,0,1,0
v2.5_1463.h5,7,6,20.0,4,10,5,3,10,5,1,0,0
v2.5_1463.h5,8,7,9.0,1,3,4,0,3,4,1,0,0
v2.5_1463.h5,8,11,35.0,10,8,12,8,6,11,2,2,1
v2.5_1463.h5,8,3,20.0,7,3,9,7,2,9,0,1,0
v2.5_1463.h5,8,6,21.0,4,7,9,3,7,9,1,0,0
v2.5_1463.h5,9,11,6.0,1,3,1,1,3,0,0,0,1
v2.5_1463.h5,9,7,32.0,9,12,8,7,12,7,2,0,1
v2.5_1463.h5,9,10,21.0,3,8,4,0,7,2,3,1,2
v2.5_1463.h5,9,6,16.0,10,2,3,10,2,2,0,0,1
v2.5_1463.h5,10,11,21.0,3,10,4,1,10,2,2,0,2
v2.5_1463.h5,10,8,62.0,16,20,11,7,16,9,9,4,2
v2.5_1463.h5,10,9,21.0,3,8,4,0,7,2,3,1,2
v2.5_1463.h5,10,6,45.0,16,13,3,10,9,0,6,4,3
v2.5_1463.h5,11,7,34.0,10,11,8,8,9,7,2,2,1
v2.5_1463.h5,11,8,35.0,10,8,12,8,6,11,2,2,1
v2.5_1463.h5,11,9,6.0,1,3,1,1,3,0,0,0,1
v2.5_1463.h5,11,10,21.0,3,10,4,1,10,2,2,0,2
v2.5_1049.h5,0,3,31.0,14,15,2,14,15,2,0,0,0
v2.5_1049.h5,0,9,59.0,26,16,9,26,12,9,0,4,0
v2.5_1049.h5,0,1,16.0,1,10,5,1,10,5,0,0,0
v2.5_1049.h5,0,2,32.0,13,8,8,13,5,8,0,3,0
v2.5_1049.h5,1,3,21.0,13,5,3,13,5,3,0,0,0
v2.5_1049.h5,1,6,48.0,21,15,4,21,11,2,0,4,2
v2.5_1049.h5,1,0,16.0,1,10,5,1,10,5,0,0,0
v2.5_1049.h5,1,2,32.0,12,6,5,12,5,3,0,1,2
v2.5_1049.h5,2,3,21.0,3,10,6,1,10,6,2,0,0
v2.5_1049.h5,2,6,34.0,9,16,7,9,16,5,0,0,2
v2.5_1049.h5,2,1,32.0,12,6,5,12,5,3,0,1,2
v2.5_1049.h5,2,0,32.0,13,8,8,13,5,8,0,3,0
v2.5_1049.h5,3,6,17.0,8,6,2,8,6,1,0,0,1
v2.5_1049.h5,3,10,91.0,18,30,11,18,6,11,0,24,0
v2.5_1049.h5,3,2,21.0,3,10,6,1,10,6,2,0,0
v2.5_1049.h5,3,1,21.0,13,5,3,13,5,3,0,0,0
v2.5_1049.h5,4,8,12.0,6,1,3,6,0,2,0,1,1
v2.5_1049.h5,4,9,23.0,10,8,3,8,8,3,2,0,0
v2.5_1049.h5,4,7,23.0,6,7,7,4,6,7,2,1,0
v2.5_1049.h5,4,5,19.0,3,10,3,3,10,2,0,0,1
v2.5_1049.h5,5,9,38.0,10,10,5,5,2,5,5,8,0
v2.5_1049.h5,5,8,27.0,6,10,5,3,10,4,3,0,1
v2.5_1049.h5,5,4,19.0,3,10,3,3,10,2,0,0,1
v2.5_1049.h5,5,2,35.0,8,17,7,8,15,6,0,2,1
v2.5_1049.h5,6,3,17.0,8,6,2,8,6,1,0,0,1
v2.5_1049.h5,6,10,102.0,16,36,12,10,12,12,6,24,0
v2.5_1049.h5,6,2,34.0,9,16,7,9,16,5,0,0,2
v2.5_1049.h5,6,1,48.0,21,15,4,21,11,2,0,4,2
v2.5_1049.h5,7,8,13.0,2,6,5,2,6,5,0,0,0
v2.5_1049.h5,7,9,26.0,6,14,4,4,14,4,2,0,0
v2.5_1049.h5,7,4,23.0,6,7,7,4,6,7,2,1,0
v2.5_1049.h5,7,5,38.0,6,16,9,1,16,9,5,0,0
v2.5_1049.h5,8,9,15.0,4,8,1,2,8,1,2,0,0
v2.5_1049.h5,8,11,71.0,19,21,4,17,13,3,2,8,1
v2.5_1049.h5,8,4,12.0,6,1,3,6,0,2,0,1,1
v2.5_1049.h5,8,7,13.0,2,6,5,2,6,5,0,0,0
v2.5_1049.h5,9,8,15.0,4,8,1,2,8,1,2,0,0
v2.5_1049.h5,9,11,62.0,15,20,5,15,5,2,0,15,3
v2.5_1049.h5,9,5,38.0,10,10,5,5,2,5,5,8,0
v2.5_1049.h5,9,4,23.0,10,8,3,8,8,3,2,0,0
v2.5_1049.h5,10,6,102.0,16,36,12,10,12,12,6,24,0
v2.5_1049.h5,10,3,91.0,18,30,11,18,6,11,0,24,0
v2.5_1049.h5,10,2,88.0,19,27,17,19,4,17,0,23,0
v2.5_1049.h5,10,5,91.0,14,32,23,11,19,23,3,13,0
v2.5_1049.h5,11,9,62.0,15,20,5,15,5,2,0,15,3
v2.5_1049.h5,11,8,71.0,19,21,4,17,13,3,2,8,1
v2.5_1049.h5,11,5,94.0,25,21,7,20,3,7,5,18,0
v2.5_1049.h5,11,4,79.0,25,21,5,23,13,5,2,8,0
v2.5_1813.h5,0,5,29.0,13,11,4,13,11,3,0,0,1
v2.5_1813.h5,0,3,28.0,8,17,3,8,17,3,0,0,0
v2.5_1813.h5,0,2,12.0,5,6,1,5,6,1,0,0,0
v2.5_1813.h5,0,4,22.0,9,7,4,9,7,2,0,0,2
v2.5_1813.h5,1,6,19.0,11,4,2,11,4,0,0,0,2
v2.5_1813.h5,1,3,25.0,4,15,4,4,15,4,0,0,0
v2.5_1813.h5,1,7,20.0,11,3,3,11,2,1,0,1,2
v2.5_1813.h5,1,10,37.0,19,9,4,19,7,1,0,2,3
v2.5_1813.h5,2,5,17.0,8,5,3,8,5,2,0,0,1
v2.5_1813.h5,2,3,16.0,3,11,2,3,11,2,0,0,0
v2.5_1813.h5,2,4,6.0,4,1,1,4,1,1,0,0,0
v2.5_1813.h5,2,0,12.0,5,6,1,5,6,1,0,0,0
v2.5_1813.h5,3,5,21.0,7,8,1,5,6,0,2,2,1
v2.5_1813.h5,3,6,22.0,7,11,4,7,11,4,0,0,0
v2.5_1813.h5,3,4,14.0,2,10,1,1,10,1,1,0,0
v2.5_1813.h5,3,2,16.0,3,11,2,3,11,2,0,0,0
v2.5_1813.h5,4,5,11.0,4,4,2,4,4,1,0,0,1
v2.5_1813.h5,4,3,14.0,2,10,1,1,10,1,1,0,0
v2.5_1813.h5,4,2,6.0,4,1,1,4,1,1,0,0,0
v2.5_1813.h5,4,0,22.0,9,7,4,9,7,2,0,0,2
v2.5_1813.h5,5,3,21.0,7,8,1,5,6,0,2,2,1
v2.5_1813.h5,5,8,62.0,9,22,10,7,8,9,2,14,1
v2.5_1813.h5,5,4,11.0,4,4,2,4,4,1,0,0,1
v2.5_1813.h5,5,2,17.0,8,5,3,8,5,2,0,0,1
v2.5_1813.h5,6,9,17.0,5,5,3,5,1,3,0,4,0
v2.5_1813.h5,6,3,22.0,7,11,4,7,11,4,0,0,0
v2.5_1813.h5,6,7,7.0,0,6,1,0,6,1,0,0,0
v2.5_1813.h5,6,1,19.0,11,4,2,11,4,0,0,0,2
v2.5_1813.h5,7,6,7.0,0,6,1,0,6,1,0,0,0
v2.5_1813.h5,7,9,12.0,5,5,2,5,5,2,0,0,0
v2.5_1813.h5,7,10,29.0,11,7,4,8,5,2,3,2,2
v2.5_1813.h5,7,1,20.0,11,3,3,11,2,1,0,1,2
v2.5_1813.h5,8,5,62.0,9,22,10,7,8,9,2,14,1
v2.5_1813.h5,8,11,41.0,10,13,9,10,4,9,0,9,0
v2.5_1813.h5,8,4,73.0,13,26,10,11,12,8,2,14,2
v2.5_1813.h5,8,7,36.0,7,15,12,5,15,12,2,0,0
v2.5_1813.h5,9,6,17.0,5,5,3,5,1,3,0,4,0
v2.5_1813.h5,9,11,25.0,10,9,2,10,6,1,0,3,1
v2.5_1813.h5,9,7,12.0,5,5,2,5,5,2,0,0,0
v2.5_1813.h5,9,10,23.0,6,10,4,3,10,4,3,0,0
v2.5_1813.h5,10,9,23.0,6,10,4,3,10,4,3,0,0
v2.5_1813.h5,10,6,34.0,11,11,4,8,11,1,3,0,3
v2.5_1813.h5,10,7,29.0,11,7,4,8,5,2,3,2,2
v2.5_1813.h5,10,1,37.0,19,9,4,19,7,1,0,2,3
v2.5_1813.h5,11,9,25.0,10,9,2,10,6,1,0,3,1
v2.5_1813.h5,11,8,41.0,10,13,9,10,4,9,0,9,0
v2.5_1813.h5,11,10,30.0,7,16,6,7,16,5,0,0,1
v2.5_1813.h5,11,7,31.0,15,11,4,15,11,3,0,0,1
v2.5_0592.h5,0,3,27.0,10,11,4,10,11,4,0,0,0
v2.5_0592.h5,0,6,45.0,23,13,3,23,13,1,0,0,2
v2.5_0592.h5,0,1,21.0,7,9,2,5,9,1,2,0,1
v2.5_0592.h5,0,4,30.0,18,2,6,18,1,3,0,1,3
v2.5_0592.h5,1,6,28.0,18,4,2,18,4,0,0,0,2
v2.5_0592.h5,1,3,44.0,11,20,3,5,20,3,6,0,0
v2.5_0592.h5,1,0,21.0,7,9,2,5,9,1,2,0,1
v2.5_0592.h5,1,4,29.0,13,8,6,13,8,4,0,0,2
v2.5_0592.h5,2,3,23.0,1,18,3,1,18,2,0,0,1
v2.5_0592.h5,2,8,104.0,17,42,6,17,15,2,0,27,4
v2.5_0592.h5,2,7,95.0,16,42,6,15,22,2,1,20,4
v2.5_0592.h5,2,9,103.0,21,42,4,19,20,2,2,22,2
v2.5_0592.h5,3,8,79.0,17,27,5,16,3,4,1,24,1
v2.5_0592.h5,3,2,23.0,1,18,3,1,18,2,0,0,1
v2.5_0592.h5,3,7,70.0,16,24,5,14,4,4,2,20,1
v2.5_0592.h5,3,0,27.0,10,11,4,10,11,4,0,0,0
v2.5_0592.h5,4,6,27.0,5,12,6,5,12,4,0,0,2
v2.5_0592.h5,4,3,31.0,9,13,7,8,12,7,1,1,0
v2.5_0592.h5,4,5,31.0,5,12,6,5,6,4,0,6,2
v2.5_0592.h5,4,7,51.0,7,20,6,6,8,3,1,12,3
v2.5_0592.h5,5,6,8.0,0,6,1,0,6,0,0,0,1
v2.5_0592.h5,5,11,87.0,21,20,14,14,5,10,7,15,4
v2.5_0592.h5,5,4,31.0,5,12,6,5,6,4,0,6,2
v2.5_0592.h5,5,7,20.0,2,14,2,1,14,1,1,0,1
v2.5_0592.h5,6,10,41.0,9,14,10,7,9,9,2,5,1
v2.5_0592.h5,6,11,79.0,21,20,14,14,11,10,7,9,4
v2.5_0592.h5,6,5,8.0,0,6,1,0,6,0,0,0,1
v2.5_0592.h5,6,4,27.0,5,12,6,5,12,4,0,0,2
v2.5_0592.h5,7,8,11.0,2,7,1,2,7,0,0,0,1
v2.5_0592.h5,7,3,70.0,16,24,5,14,4,4,2,20,1
v2.5_0592.h5,7,9,10.0,4,2,4,4,2,4,0,0,0
v2.5_0592.h5,7,4,51.0,7,20,6,6,8,3,1,12,3
v2.5_0592.h5,8,3,79.0,17,27,5,16,3,4,1,24,1
v2.5_0592.h5,8,11,116.0,20,36,17,11,16,11,9,20,6
v2.5_0592.h5,8,9,13.0,3,5,4,2,5,4,1,0,0
v2.5_0592.h5,8,7,11.0,2,7,1,2,7,0,0,0,1
v2.5_0592.h5,9,8,13.0,3,5,4,2,5,4,1,0,0
v2.5_0592.h5,9,11,109.0,16,31,17,9,11,7,7,20,10
v2.5_0592.h5,9,7,10.0,4,2,4,4,2,4,0,0,0
v2.5_0592.h5,9,4,59.0,12,22,8,10,10,7,2,12,1
v2.5_0592.h5,10,6,41.0,9,14,10,7,9,9,2,5,1
v2.5_0592.h5,10,11,120.0,22,20,14,7,20,1,15,0,13
v2.5_0592.h5,10,5,39.0,9,15,10,7,15,9,2,0,1
v2.5_0592.h5,10,4,62.0,13,21,14,12,21,13,1,0,1
v2.5_0592.h5,11,6,79.0,21,20,14,14,11,10,7,9,4
v2.5_0592.h5,11,10,120.0,22,20,14,7,20,1,15,0,13
v2.5_0592.h5,11,9,109.0,16,31,17,9,11,7,7,20,10
v2.5_0592.h5,11,5,87.0,21,20,14,14,5,10,7,15,4
v2.5_0534.h5,0,1,13.0,7,3,3,7,3,3,0,0,0
v2.5_0534.h5,0,2,32.0,8,12,9,7,11,8,1,1,1
v2.5_0534.h5,0,6,45.0,21,11,10,21,8,10,0,3,0
v2.5_0534.h5,0,5,53.0,20,18,10,20,15,10,0,3,0
v2.5_0534.h5,1,0,13.0,7,3,3,7,3,3,0,0,0
v2.5_0534.h5,1,2,41.0,8,14,8,0,14,5,8,0,3
v2.5_0534.h5,1,6,32.0,14,8,7,14,5,7,0,3,0
v2.5_0534.h5,1,9,89.0,24,28,5,22,7,2,2,21,3
v2.5_0534.h5,2,3,20.0,12,3,1,12,0,0,0,3,1
v2.5_0534.h5,2,1,41.0,8,14,8,0,14,5,8,0,3
v2.5_0534.h5,2,5,23.0,13,4,3,13,4,2,0,0,1
v2.5_0534.h5,2,6,37.0,14,19,2,14,19,2,0,0,0
v2.5_0534.h5,3,8,17.0,5,7,1,5,3,1,0,4,0
v2.5_0534.h5,3,4,12.0,0,8,4,0,8,4,0,0,0
v2.5_0534.h5,3,5,7.0,1,4,2,1,4,2,0,0,0
v2.5_0534.h5,3,10,33.0,13,9,3,13,1,3,0,8,0
v2.5_0534.h5,4,8,13.0,5,5,3,5,5,3,0,0,0
v2.5_0534.h5,4,3,12.0,0,8,4,0,8,4,0,0,0
v2.5_0534.h5,4,5,11.0,1,4,6,1,4,6,0,0,0
v2.5_0534.h5,4,10,29.0,13,9,3,13,9,1,0,0,2
v2.5_0534.h5,5,3,7.0,1,4,2,1,4,2,0,0,0
v2.5_0534.h5,5,8,14.0,4,4,3,4,1,3,0,3,0
v2.5_0534.h5,5,10,30.0,12,9,5,12,5,5,0,4,0
v2.5_0534.h5,5,11,37.0,15,7,9,15,3,9,0,4,0
v2.5_0534.h5,6,1,32.0,14,8,7,14,5,7,0,3,0
v2.5_0534.h5,6,3,23.0,2,19,2,2,19,2,0,0,0
v2.5_0534.h5,6,7,26.0,5,7,8,1,5,8,4,2,0
v2.5_0534.h5,6,9,85.0,11,29,10,8,2,9,3,27,1
v2.5_0534.h5,7,1,48.0,15,10,16,15,10,15,0,0,1
v2.5_0534.h5,7,3,45.0,5,26,10,3,24,10,2,2,0
v2.5_0534.h5,7,6,26.0,5,7,8,1,5,8,4,2,0
v2.5_0534.h5,7,9,119.0,18,32,20,7,3,17,11,29,3
v2.5_0534.h5,8,3,17.0,5,7,1,5,3,1,0,4,0
v2.5_0534.h5,8,4,13.0,5,5,3,5,5,3,0,0,0
v2.5_0534.h5,8,5,14.0,4,4,3,4,1,3,0,3,0
v2.5_0534.h5,8,10,14.0,8,4,2,8,4,2,0,0,0
v2.5_0534.h5,9,1,89.0,24,28,5,22,7,2,2,21,3
v2.5_0534.h5,9,3,62.0,11,29,8,10,21,7,1,8,1
v2.5_0534.h5,9,6,85.0,11,29,10,8,2,9,3,27,1
v2.5_0534.h5,9,7,119.0,18,32,20,7,3,17,11,29,3
v2.5_0534.h5,10,8,14.0,8,4,2,8,4,2,0,0,0
v2.5_0534.h5,10,3,33.0,13,9,3,13,1,3,0,8,0
v2.5_0534.h5,10,11,11.0,3,3,4,3,2,4,0,1,0
v2.5_0534.h5,10,5,30.0,12,9,5,12,5,5,0,4,0
v2.5_0534.h5,11,8,21.0,11,2,6,11,2,6,0,0,0
v2.5_0534.h5,11,3,40.0,16,8,7,16,1,7,0,7,0
v2.5_0534.h5,11,10,11.0,3,3,4,3,2,4,0,1,0
v2.5_0534.h5,11,5,37.0,15,7,9,15,3,9,0,4,0
v2.5_3333.h5,0,1,43.0,12,13,7,9,7,5,3,6,2
v2.5_3333.h5,0,4,38.0,19,8,1,18,0,0,1,8,1
v2.5_3333.h5,0,2,37.0,15,16,1,10,16,1,5,0,0
v2.5_3333.h5,0,5,49.0,21,10,3,20,4,3,1,6,0
v2.5_3333.h5,1,0,43.0,12,13,7,9,7,5,3,6,2
v2.5_3333.h5,1,4,31.0,9,7,7,9,7,5,0,0,2
v2.5_3333.h5,1,2,36.0,6,13,6,1,9,4,5,4,2
v2.5_3333.h5,1,5,24.0,11,3,4,11,3,2,0,0,2
v2.5_3333.h5,2,1,36.0,6,13,6,1,9,4,5,4,2
v2.5_3333.h5,2,4,27.0,8,16,1,8,16,1,0,0,0
v2.5_3333.h5,2,5,24.0,10,12,2,10,12,2,0,0,0
v2.5_3333.h5,2,7,30.0,13,11,3,13,11,0,0,0,3
v2.5_3333.h5,3,6,60.0,5,16,19,3,3,18,2,13,1
v2.5_3333.h5,3,8,63.0,17,26,6,10,26,1,7,0,5
v2.5_3333.h5,3,11,24.0,14,4,3,14,1,3,0,3,0
v2.5_3333.h5,3,10,35.0,10,19,2,10,18,1,0,1,1
v2.5_3333.h5,4,1,31.0,9,7,7,9,7,5,0,0,2
v2.5_3333.h5,4,8,71.0,15,26,8,9,12,8,6,14,0
v2.5_3333.h5,4,5,11.0,2,5,3,2,4,3,0,1,0
v2.5_3333.h5,4,7,21.0,6,7,2,5,5,1,1,2,1
v2.5_3333.h5,5,4,11.0,2,5,3,2,4,3,0,1,0
v2.5_3333.h5,5,1,24.0,11,3,4,11,3,2,0,0,2
v2.5_3333.h5,5,7,8.0,3,2,2,3,1,2,0,1,0
v2.5_3333.h5,5,9,46.0,7,22,5,7,11,4,0,11,1
v2.5_3333.h5,6,3,60.0,5,16,19,3,3,18,2,13,1
v2.5_3333.h5,6,8,67.0,14,23,19,7,23,19,7,0,0
v2.5_3333.h5,6,11,68.0,16,15,17,11,2,15,5,13,2
v2.5_3333.h5,6,10,53.0,14,15,17,7,15,17,7,0,0
v2.5_3333.h5,7,4,21.0,6,7,2,5,5,1,1,2,1
v2.5_3333.h5,7,8,50.0,6,21,7,4,7,7,2,14,0
v2.5_3333.h5,7,5,8.0,3,2,2,3,1,2,0,1,0
v2.5_3333.h5,7,9,48.0,6,21,7,4,10,6,2,11,1
v2.5_3333.h5,8,4,71.0,15,26,8,9,12,8,6,14,0
v2.5_3333.h5,8,1,64.0,18,22,3,18,5,3,0,17,0
v2.5_3333.h5,8,9,4.0,0,3,1,0,3,1,0,0,0
v2.5_3333.h5,8,10,10.0,0,8,2,0,8,2,0,0,0
v2.5_3333.h5,9,8,4.0,0,3,1,0,3,1,0,0,0
v2.5_3333.h5,9,4,69.0,15,26,8,9,15,7,6,11,1
v2.5_3333.h5,9,10,6.0,0,5,1,0,5,1,0,0,0
v2.5_3333.h5,9,7,48.0,6,21,7,4,10,6,2,11,1
v2.5_3333.h5,10,8,10.0,0,8,2,0,8,2,0,0,0
v2.5_3333.h5,10,3,35.0,10,19,2,10,18,1,0,1,1
v2.5_3333.h5,10,9,6.0,0,5,1,0,5,1,0,0,0
v2.5_3333.h5,10,7,46.0,6,20,6,4,15,5,2,5,1
v2.5_3333.h5,11,3,24.0,14,4,3,14,1,3,0,3,0
v2.5_3333.h5,11,6,68.0,16,15,17,11,2,15,5,13,2
v2.5_3333.h5,11,10,29.0,6,17,3,4,17,2,2,0,1
v2.5_3333.h5,11,9,37.0,6,22,4,4,22,3,2,0,1
v2.5_0109.h5,0,1,37.0,4,26,2,1,26,2,3,0,0
v2.5_0109.h5,0,9,89.0,23,32,9,20,17,6,3,15,3
v2.5_0109.h5,0,3,15.0,7,4,3,7,4,2,0,0,1
v2.5_0109.h5,0,2,23.0,2,9,10,2,9,10,0,0,0
v2.5_0109.h5,1,9,114.0,22,41,9,19,9,8,3,32,1
v2.5_0109.h5,1,0,37.0,4,26,2,1,26,2,3,0,0
v2.5_0109.h5,1,4,29.0,8,16,4,8,15,4,0,1,0
v2.5_0109.h5,1,3,34.0,6,22,4,6,22,4,0,0,0
v2.5_0109.h5,2,0,23.0,2,9,10,2,9,10,0,0,0
v2.5_0109.h5,2,8,40.0,14,20,5,13,20,5,1,0,0
v2.5_0109.h5,2,5,30.0,8,11,3,7,11,0,1,0,3
v2.5_0109.h5,2,7,41.0,14,10,8,13,5,5,1,5,3
v2.5_0109.h5,3,0,15.0,7,4,3,7,4,2,0,0,1
v2.5_0109.h5,3,9,86.0,16,32,9,13,13,4,3,19,5
v2.5_0109.h5,3,4,23.0,5,7,4,2,7,0,3,0,4
v2.5_0109.h5,3,6,29.0,9,4,10,8,1,10,1,3,0
v2.5_0109.h5,4,9,103.0,19,32,9,11,6,4,8,26,5
v2.5_0109.h5,4,0,26.0,9,11,4,9,11,2,0,0,2
v2.5_0109.h5,4,3,23.0,5,7,4,2,7,0,3,0,4
v2.5_0109.h5,4,6,36.0,9,10,10,6,6,10,3,4,0
v2.5_0109.h5,5,8,20.0,6,9,5,6,9,5,0,0,0
v2.5_0109.h5,5,10,36.0,17,6,9,17,3,8,0,3,1
v2.5_0109.h5,5,2,30.0,8,11,3,7,11,0,1,0,3
v2.5_0109.h5,5,7,43.0,11,16,8,6,16,5,5,0,3
v2.5_0109.h5,6,9,99.0,18,32,9,5,12,6,13,20,3
v2.5_0109.h5,6,0,42.0,15,10,12,15,5,12,0,5,0
v2.5_0109.h5,6,7,16.0,1,9,4,0,9,3,1,0,1
v2.5_0109.h5,6,3,29.0,9,4,10,8,1,10,1,3,0
v2.5_0109.h5,7,0,46.0,15,10,15,15,4,15,0,6,0
v2.5_0109.h5,7,9,71.0,11,30,11,5,21,9,6,9,2
v2.5_0109.h5,7,6,16.0,1,9,4,0,9,3,1,0,1
v2.5_0109.h5,7,2,41.0,14,10,8,13,5,5,1,5,3
v2.5_0109.h5,8,10,22.0,11,6,4,11,6,3,0,0,1
v2.5_0109.h5,8,11,59.0,14,26,10,14,25,10,0,1,0
v2.5_0109.h5,8,5,20.0,6,9,5,6,9,5,0,0,0
v2.5_0109.h5,8,2,40.0,14,20,5,13,20,5,1,0,0
v2.5_0109.h5,9,1,114.0,22,41,9,19,9,8,3,32,1
v2.5_0109.h5,9,11,49.0,9,24,11,9,21,11,0,3,0
v2.5_0109.h5,9,4,103.0,19,32,9,11,6,4,8,26,5
v2.5_0109.h5,9,6,99.0,18,32,9,5,12,6,13,20,3
v2.5_0109.h5,10,8,22.0,11,6,4,11,6,3,0,0,1
v2.5_0109.h5,10,11,37.0,3,20,8,3,19,7,0,1,1
v2.5_0109.h5,10,5,36.0,17,6,9,17,3,8,0,3,1
v2.5_0109.h5,10,7,67.0,19,22,14,11,19,13,8,3,1
v2.5_0109.h5,11,10,37.0,3,20,8,3,19,7,0,1,1
v2.5_0109.h5,11,9,49.0,9,24,11,9,21,11,0,3,0
v2.5_0109.h5,11,6,90.0,24,20,17,14,9,17,10,11,0
v2.5_0109.h5,11,7,66.0,15,12,20,14,0,20,1,12,0
v2.5_2240.h5,0,2,15.0,6,2,6,6,1,6,0,1,0
v2.5_2240.h5,0,8,80.0,19,26,6,17,4,5,2,22,1
v2.5_2240.h5,0,1,12.0,5,2,5,5,2,5,0,0,0
v2.5_2240.h5,0,3,22.0,7,11,4,7,11,4,0,0,0
v2.5_2240.h5,1,2,5.0,1,3,1,1,3,1,0,0,0
v2.5_2240.h5,1,0,12.0,5,2,5,5,2,5,0,0,0
v2.5_2240.h5,1,4,19.0,7,10,2,7,10,2,0,0,0
v2.5_2240.h5,1,3,28.0,5,10,9,2,9,9,3,1,0
v2.5_2240.h5,2,0,15.0,6,2,6,6,1,6,0,1,0
v2.5_2240.h5,2,8,91.0,15,27,12,11,5,11,4,22,1
v2.5_2240.h5,2,1,5.0,1,3,1,1,3,1,0,0,0
v2.5_2240.h5,2,4,16.0,6,7,3,6,7,3,0,0,0
v2.5_2240.h5,3,8,98.0,18,33,5,10,7,1,8,26,4
v2.5_2240.h5,3,0,22.0,7,11,4,7,11,4,0,0,0
v2.5_2240.h5,3,1,28.0,5,10,9,2,9,9,3,1,0
v2.5_2240.h5,3,10,107.0,23,31,10,17,4,6,6,27,4
v2.5_2240.h5,4,2,16.0,6,7,3,6,7,3,0,0,0
v2.5_2240.h5,4,9,46.0,8,18,3,6,10,2,2,8,1
v2.5_2240.h5,4,6,42.0,6,14,6,4,7,3,2,7,3
v2.5_2240.h5,4,1,19.0,7,10,2,7,10,2,0,0,0
v2.5_2240.h5,5,9,17.0,6,7,1,3,7,1,3,0,0
v2.5_2240.h5,5,7,30.0,4,10,7,1,4,7,3,6,0
v2.5_2240.h5,5,6,19.0,2,10,5,1,10,4,1,0,1
v2.5_2240.h5,5,4,33.0,5,18,2,3,17,1,2,1,1
v2.5_2240.h5,6,9,22.0,3,8,5,2,3,5,1,5,0
v2.5_2240.h5,6,7,63.0,10,23,11,0,14,11,10,9,0
v2.5_2240.h5,6,4,42.0,6,14,6,4,7,3,2,7,3
v2.5_2240.h5,6,5,19.0,2,10,5,1,10,4,1,0,1
v2.5_2240.h5,7,9,39.0,7,16,6,2,11,6,5,5,0
v2.5_2240.h5,7,11,128.0,27,39,14,13,20,7,14,19,7
v2.5_2240.h5,7,5,30.0,4,10,7,1,4,7,3,6,0
v2.5_2240.h5,7,6,63.0,10,23,11,0,14,11,10,9,0
v2.5_2240.h5,8,2,91.0,15,27,12,11,5,11,4,22,1
v2.5_2240.h5,8,0,80.0,19,26,6,17,4,5,2,22,1
v2.5_2240.h5,8,10,23.0,7,6,5,7,3,5,0,3,0
v2.5_2240.h5,8,3,98.0,18,33,5,10,7,1,8,26,4
v2.5_2240.h5,9,7,39.0,7,16,6,2,11,6,5,5,0
v2.5_2240.h5,9,11,143.0,25,39,15,11,9,13,14,30,2
v2.5_2240.h5,9,6,22.0,3,8,5,2,3,5,1,5,0
v2.5_2240.h5,9,5,17.0,6,7,1,3,7,1,3,0,0
v2.5_2240.h5,10,8,23.0,7,6,5,7,3,5,0,3,0
v2.5_2240.h5,10,2,106.0,25,27,17,18,8,16,7,19,1
v2.5_2240.h5,10,3,107.0,23,31,10,17,4,6,6,27,4
v2.5_2240.h5,10,4,96.0,20,27,16,12,15,13,8,12,3
v2.5_2240.h5,11,9,143.0,25,39,15,11,9,13,14,30,2
